property_id,property_type,property_subtype,price,price_type,living_area_m2,bedrooms,bathrooms,address,postal_code,city,latitude,longitude,building_year,state_of_the_building,furnished,has_garage,parking_count,kitchen_equipped,has_elevator,facades,floors_total,has_garden,garden_area_m2,has_terrace,total_area_m2,epc_score,region,province,nearby_city,km_from_nearby_city,is_nearby_city_prestigious,floor_number,property_url
https://immovlan.be/en/detail/residence/for-sale/6747/saint-leger/vbe33023,House,residence,339000.0,sell,131.0,2.0,1.0,,6747,saint-leger,49.6119564,5.6566551,1990.0,To renovate,0.0,1.0,1.0,Fully equipped,0.0,4.0,1.0,1.0,463.0,1.0,581.0,D,Wallonia,Luxembourg,Arlon,14.0,0.0,,https://immovlan.be/en/detail/residence/for-sale/6747/saint-leger/vbe33023
https://immovlan.be/en/detail/residence/for-sale/6594/beauwelz/vbe30949,House,residence,60000.0,sell,,2.0,1.0,Rue Pilarde 10,6594,beauwelz,50.0028518,4.1590189,,To be renovated,,,,,,2.0,2.0,,,,,G,Wallonia,Hainaut,Charleroi,49.7,0.0,,https://immovlan.be/en/detail/residence/for-sale/6594/beauwelz/vbe30949
https://immovlan.be/en/detail/residence/for-sale/6230/pont-a-celles/vbe19616,House,residence,400000.0,sell,556.0,8.0,2.0,,6230,pont-a-celles,50.513555,4.3581617,1970.0,To renovate,,1.0,4.0,,0.0,3.0,3.0,1.0,4142.0,1.0,4630.0,G,Wallonia,Hainaut,La Louvière,12.6,0.0,,https://immovlan.be/en/detail/residence/for-sale/6230/pont-a-celles/vbe19616
https://immovlan.be/en/detail/residence/for-sale/7370/wiheries/vbe35791,House,residence,80000.0,sell,117.0,3.0,1.0,,7370,wiheries,50.385473,3.7525313000000002,,To be renovated,0.0,1.0,1.0,,0.0,3.0,,1.0,,1.0,1050.0,G,Wallonia,Hainaut,Mons,16.1,0.0,,https://immovlan.be/en/detail/residence/for-sale/7370/wiheries/vbe35791
https://immovlan.be/en/detail/residence/for-sale/9170/sint-pauwels/rbv79190,House,residence,1280000.0,sell,400.0,5.0,2.0,Grouwesteenstraat 35a,9170,sint-pauwels,51.20133723,4.09879744,2013.0,Normal,0.0,1.0,2.0,,0.0,4.0,,1.0,,1.0,2563.0,A,Flanders,East Flanders,Sint-Niklaas,5.0,0.0,,https://immovlan.be/en/detail/residence/for-sale/9170/sint-pauwels/rbv79190
https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbe16028,Apartment,apartment,220000.0,sell,65.0,1.0,,,1030,schaarbeek,50.86744,4.37727,,Normal,0.0,,,,0.0,,,1.0,,0.0,,F,Brussels,Brussels Capital Region,Bruxelles,2.6,0.0,2.0,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbe16028
https://immovlan.be/en/detail/residence/for-sale/2520/ranst/rbu74630,House,residence,589000.0,sell,111.0,3.0,1.0,Lievevrouwestraat 65,2520,ranst,51.1882293,4.5631122,1925.0,Normal,0.0,,,,0.0,2.0,,0.0,,1.0,504.0,C,Flanders,Antwerp,Antwerpen,11.7,0.0,,https://immovlan.be/en/detail/residence/for-sale/2520/ranst/rbu74630
https://immovlan.be/en/detail/penthouse/for-sale/8600/diksmuide/rbv76932,Apartment,penthouse,655000.0,sell,145.0,3.0,1.0,Hof ter Bloemmolens 57C 601,8600,diksmuide,51.0343271,2.8583098,2025.0,New,,1.0,,,1.0,2.0,6.0,1.0,,1.0,,,Flanders,West Flanders,Ostende,20.7,0.0,6.0,https://immovlan.be/en/detail/penthouse/for-sale/8600/diksmuide/rbv76932
https://immovlan.be/en/detail/apartment/for-sale/2020/antwerp/rbw18145,Apartment,apartment,279000.0,sell,78.0,2.0,1.0,VIIde-Olympiadelaan 87 6,2020,antwerp,51.18293,4.385256,1962.0,Normal,0.0,,,,1.0,2.0,,,,,,C,Flanders,Antwerp,Antwerpen,4.2,0.0,3.0,https://immovlan.be/en/detail/apartment/for-sale/2020/antwerp/rbw18145
https://immovlan.be/en/detail/residence/for-sale/6987/hodister/vbd93699,House,residence,945000.0,sell,437.0,7.0,4.0,Rue Saint-Brice 16,6987,hodister,50.20075,5.49404,,Normal,0.0,1.0,,,0.0,,,1.0,,1.0,,A,Wallonia,Luxembourg,Liège,48.4,0.0,,https://immovlan.be/en/detail/residence/for-sale/6987/hodister/vbd93699
https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd71989,Apartment,apartment,249000.0,sell,80.0,2.0,1.0,,1190,vorst,50.8,4.3166667,1965.0,Normal,,,,,1.0,,,0.0,,1.0,,E,Brussels,Brussels Capital Region,Uccle,1.5,1.0,1.0,https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd71989
https://immovlan.be/en/detail/residence/for-sale/5150/floreffe/vbe35012,House,residence,359000.0,sell,153.0,3.0,1.0,Rue de Robersart 32,5150,floreffe,50.4296942,4.7326127,1900.0,Excellent,0.0,1.0,1.0,,0.0,4.0,,1.0,534.0,1.0,534.0,C,Wallonia,Namur,Namur,10.4,0.0,,https://immovlan.be/en/detail/residence/for-sale/5150/floreffe/vbe35012
https://immovlan.be/en/detail/residence/for-sale/4121/neuville-en-condroz/vbe30778,House,residence,488134.0,sell,190.0,3.0,1.0,,4121,neuville-en-condroz,50.5524877,5.4511519,,New,,1.0,1.0,,,4.0,,,,,997.0,A+,Wallonia,Liège,Liège,12.7,0.0,,https://immovlan.be/en/detail/residence/for-sale/4121/neuville-en-condroz/vbe30778
https://immovlan.be/en/detail/apartment/for-sale/8450/bredene/rbw23908,Apartment,apartment,280000.0,sell,66.0,2.0,1.0,Kapelstraat 263,8450,bredene,51.2544402,2.9835287,,Excellent,,,,,,3.0,,,,1.0,,C,Flanders,West Flanders,Ostende,5.8,0.0,,https://immovlan.be/en/detail/apartment/for-sale/8450/bredene/rbw23908
https://immovlan.be/en/detail/residence/for-sale/6700/arlon/vbe24517,House,residence,375000.0,sell,148.0,3.0,3.0,Rue Joseph Netzer 42,6700,arlon,49.682710900000004,5.8166012,,To renovate,0.0,,,Fully equipped,0.0,2.0,2.0,0.0,,0.0,49.0,E,Wallonia,Luxembourg,Arlon,0.1,0.0,,https://immovlan.be/en/detail/residence/for-sale/6700/arlon/vbe24517
https://immovlan.be/en/detail/residence/for-sale/3600/genk/rbw25355,House,residence,375000.0,sell,184.0,4.0,1.0,Langerloweg 39,3600,genk,50.9508684,5.4972294999999995,1969.0,,,1.0,1.0,,0.0,4.0,2.0,,,1.0,945.0,E,Flanders,Limburg,Genk,1.6,0.0,,https://immovlan.be/en/detail/residence/for-sale/3600/genk/rbw25355
https://immovlan.be/en/detail/residence/for-sale/2400/mol/rbw03907,House,residence,659000.0,sell,362.0,4.0,2.0,Huisblokstraat 13,2400,mol,51.200418,5.1064426,,,,,,,,4.0,,1.0,,1.0,600.0,,Flanders,Antwerp,Geel,9.0,0.0,,https://immovlan.be/en/detail/residence/for-sale/2400/mol/rbw03907
https://immovlan.be/en/detail/residence/for-sale/9050/gentbrugge/rbu69869,House,residence,566000.0,sell,166.0,3.0,2.0,Bruilofstraat 42,9050,gentbrugge,51.0315098,3.7645417,,,,1.0,,,0.0,2.0,,1.0,,1.0,159.0,,Flanders,East Flanders,Gent,4.2,0.0,,https://immovlan.be/en/detail/residence/for-sale/9050/gentbrugge/rbu69869
https://immovlan.be/en/detail/residence/for-sale/2860/sint-katelijne-waver/rbw11639,House,residence,719000.0,sell,197.0,4.0,1.0,Hertstraat 8A,2860,sint-katelijne-waver,51.06952,4.4924669999999995,2019.0,Normal,0.0,,,,0.0,3.0,,1.0,,1.0,601.0,A,Flanders,Antwerp,Malines,5.0,0.0,,https://immovlan.be/en/detail/residence/for-sale/2860/sint-katelijne-waver/rbw11639
https://immovlan.be/en/detail/villa/for-sale/9500/geraardsbergen/rbv79491,House,villa,639000.0,sell,175.0,3.0,1.0,Kampstraat 16A,9500,geraardsbergen,50.78383,3.90809,,Excellent,0.0,,,,0.0,,,1.0,,1.0,,E,Flanders,East Flanders,Alost,19.5,0.0,,https://immovlan.be/en/detail/villa/for-sale/9500/geraardsbergen/rbv79491
https://immovlan.be/en/detail/apartment/for-sale/2850/boom/rbw17369,Apartment,apartment,179000.0,sell,41.0,1.0,1.0,Voetballersstraat 28,2850,boom,51.0915149,4.3731727,2005.0,Normal,0.0,1.0,1.0,,0.0,2.0,2.0,,,1.0,,B,Flanders,Antwerp,Malines,10.3,0.0,,https://immovlan.be/en/detail/apartment/for-sale/2850/boom/rbw17369
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbe36699,Apartment,apartment,238500.0,sell,90.0,2.0,1.0,Avenue Sergent Vrithoff 133 V31,5000,namur,50.4662022,4.8419319,,Excellent,0.0,,,,1.0,2.0,4.0,,,,,,Wallonia,Namur,Namur,1.8,0.0,3.0,https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbe36699
https://immovlan.be/en/detail/residence/for-sale/6960/manhay/vbe13102,House,residence,249000.0,sell,154.0,3.0,1.0,Rue de la Chapelle Lemaître 3,6960,manhay,50.2565581,5.64919179,,,1.0,1.0,1.0,,0.0,3.0,,1.0,19.0,1.0,170.0,E,Wallonia,Luxembourg,Verviers,40.0,0.0,,https://immovlan.be/en/detail/residence/for-sale/6960/manhay/vbe13102
https://immovlan.be/en/detail/villa/for-sale/9420/ottergem/rbv92767,House,villa,1099000.0,sell,300.0,4.0,2.0,Keerstraat 72,9420,ottergem,50.9324,3.94607,,New,0.0,,,,0.0,,,1.0,650.0,1.0,,A,Flanders,East Flanders,Alost,6.6,0.0,,https://immovlan.be/en/detail/villa/for-sale/9420/ottergem/rbv92767
https://immovlan.be/en/detail/residence/for-sale/1170/watermaal-bosvoorde/vbe33399,House,residence,645000.0,sell,120.0,3.0,1.0,,1170,watermaal-bosvoorde,50.800919,4.414715,,,,1.0,1.0,,,2.0,,1.0,40.0,1.0,130.0,F,Brussels,Brussels Capital Region,Bruxelles,7.1,0.0,,https://immovlan.be/en/detail/residence/for-sale/1170/watermaal-bosvoorde/vbe33399
https://immovlan.be/en/detail/apartment/for-sale/9100/sint-niklaas/rbw19070,Apartment,apartment,475000.0,sell,218.0,4.0,1.0,Antwerpse steenweg 113 2,9100,sint-niklaas,51.1689801,4.1557237,1969.0,Fully renovated,0.0,,,,1.0,,4.0,,,1.0,,C,Flanders,East Flanders,Sint-Niklaas,1.0,0.0,1.0,https://immovlan.be/en/detail/apartment/for-sale/9100/sint-niklaas/rbw19070
https://immovlan.be/en/detail/residence/for-sale/8870/izegem/rbw11780,House,residence,174000.0,sell,160.0,3.0,1.0,Peter Benoitstraat 41,8870,izegem,50.9246497,3.2218725,1958.0,Normal,0.0,1.0,1.0,Fully equipped,0.0,2.0,3.0,1.0,40.0,1.0,102.0,D,Flanders,West Flanders,Roeselare,7.4,0.0,,https://immovlan.be/en/detail/residence/for-sale/8870/izegem/rbw11780
https://immovlan.be/en/detail/residence/for-sale/6460/chimay/rwc42800,House,residence,305000.0,sell,161.0,3.0,,avenue du Long Buisson 29,6460,chimay,50.0416661,4.3254051,,Excellent,,,,Fully equipped,,,,1.0,,1.0,,A,Wallonia,Hainaut,Charleroi,41.9,0.0,,https://immovlan.be/en/detail/residence/for-sale/6460/chimay/rwc42800
https://immovlan.be/en/detail/residence/for-sale/9260/wichelen/rbv81041,House,residence,539000.0,sell,216.0,4.0,1.0,Pijpoelstraat 6,9260,wichelen,51.0037715,3.9317683,1977.0,,,1.0,1.0,,,4.0,,1.0,,1.0,778.0,D,Flanders,East Flanders,Alost,10.5,0.0,,https://immovlan.be/en/detail/residence/for-sale/9260/wichelen/rbv81041
https://immovlan.be/en/detail/residence/for-sale/7090/braine-le-comte/vbe31451,House,residence,140000.0,sell,150.0,3.0,1.0,,7090,braine-le-comte,50.608334,4.141006,1900.0,To be renovated,0.0,,,,0.0,2.0,2.0,1.0,95.0,1.0,190.0,G,Wallonia,Hainaut,La Louvière,14.7,0.0,,https://immovlan.be/en/detail/residence/for-sale/7090/braine-le-comte/vbe31451
https://immovlan.be/en/detail/residence/for-sale/9660/brakel/rbv80060,House,residence,485000.0,sell,135.0,3.0,1.0,Maandagstraat 2B,9660,brakel,50.7739565,3.7753761,2024.0,New,,,,Super equipped,0.0,3.0,,1.0,,1.0,347.0,A,Flanders,East Flanders,Alost,26.0,0.0,,https://immovlan.be/en/detail/residence/for-sale/9660/brakel/rbv80060
https://immovlan.be/en/detail/apartment/for-sale/6000/charleroi/vbe18027,Apartment,apartment,75000.0,sell,43.0,1.0,1.0,Rue Dourlet 46,6000,charleroi,50.4193649,4.4531691,1950.0,To renovate,0.0,,,Partially equipped,1.0,2.0,,0.0,,1.0,,C,Wallonia,Hainaut,Charleroi,1.1,0.0,,https://immovlan.be/en/detail/apartment/for-sale/6000/charleroi/vbe18027
https://immovlan.be/en/detail/residence/for-sale/5630/cerfontaine/vbd48826,House,residence,315000.0,sell,139.0,4.0,2.0,RUE DE LA POSTE 3 G,5630,cerfontaine,50.16977295,4.41267174,2025.0,New,0.0,1.0,2.0,,0.0,3.0,,0.0,,1.0,,B,Wallonia,Namur,Charleroi,26.9,0.0,,https://immovlan.be/en/detail/residence/for-sale/5630/cerfontaine/vbd48826
https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbe26565,House,residence,230000.0,sell,123.0,2.0,,Rue du Château d'Eau 28,4100,seraing,50.5836769,5.5109424,1950.0,Fully renovated,0.0,1.0,1.0,Fully equipped,0.0,3.0,2.0,1.0,468.0,1.0,604.0,E,Wallonia,Liège,Liège,7.3,0.0,,https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbe26565
https://immovlan.be/en/detail/residence/for-sale/2980/zoersel/vbd48957,House,residence,611918.0,sell,185.0,3.0,1.0,,2980,zoersel,51.2682227,4.7125694,,New,,1.0,1.0,,,4.0,,,,,917.0,,Flanders,Antwerp,Turnhout,17.2,0.0,,https://immovlan.be/en/detail/residence/for-sale/2980/zoersel/vbd48957
https://immovlan.be/en/detail/villa/for-sale/5590/pessoux/rwc42492,House,villa,375000.0,sell,150.0,3.0,1.0,rue des Caves 43,5590,pessoux,50.2783517,5.1538493,2026.0,Excellent,,,,Fully equipped,0.0,4.0,,1.0,1200.0,1.0,,,Wallonia,Namur,Namur,29.2,0.0,,https://immovlan.be/en/detail/villa/for-sale/5590/pessoux/rwc42492
https://immovlan.be/en/detail/residence/for-sale/7080/noirchain/vbe33505,House,residence,195000.0,sell,208.0,3.0,,,7080,noirchain,50.40176,3.9321800000000002,,,0.0,,,,0.0,2.0,,1.0,,1.0,180.0,C,Wallonia,Hainaut,Mons,6.0,0.0,,https://immovlan.be/en/detail/residence/for-sale/7080/noirchain/vbe33505
https://immovlan.be/en/detail/residence/for-sale/2235/hulshout/rbw19011,House,residence,598000.0,sell,240.0,5.0,1.0,Molenstraat 15A,2235,hulshout,51.0795165,4.783883,2026.0,New,0.0,,,,0.0,4.0,3.0,1.0,480.0,1.0,680.0,,Flanders,Antwerp,Geel,17.3,0.0,,https://immovlan.be/en/detail/residence/for-sale/2235/hulshout/rbw19011
https://immovlan.be/en/detail/apartment/for-sale/9570/lierde/rbw19567,Apartment,apartment,349000.0,sell,190.0,4.0,2.0,,9570,lierde,50.8190695,3.8381658,2025.0,New,0.0,,,,0.0,3.0,,1.0,75.0,1.0,,,Flanders,East Flanders,Alost,19.3,0.0,,https://immovlan.be/en/detail/apartment/for-sale/9570/lierde/rbw19567
https://immovlan.be/en/detail/villa/for-sale/5140/sombreffe/vwd17042,House,villa,395000.0,sell,120.0,3.0,1.0,,5140,sombreffe,50.528452,4.6032589999999995,1991.0,Normal,,1.0,,Fully equipped,,4.0,,1.0,,1.0,1122.0,F,Wallonia,Namur,Charleroi,17.2,0.0,,https://immovlan.be/en/detail/villa/for-sale/5140/sombreffe/vwd17042
https://immovlan.be/en/detail/residence/for-sale/2275/lille/rbw19138,House,residence,275000.0,sell,125.0,3.0,1.0,Wechelsebaan 10,2275,lille,51.24247,4.8230900000000005,1972.0,To be renovated,0.0,1.0,1.0,,0.0,3.0,,1.0,,1.0,293.0,E,Flanders,Antwerp,Turnhout,12.3,0.0,,https://immovlan.be/en/detail/residence/for-sale/2275/lille/rbw19138
https://immovlan.be/en/detail/residence/for-sale/5640/biesme/vbe17513,House,residence,115000.0,sell,100.0,2.0,1.0,Rue du Chaud Buisson 2,5640,biesme,50.3330173,4.6116354,,To be renovated,0.0,,,,0.0,3.0,,1.0,,1.0,342.0,G,Wallonia,Namur,Charleroi,14.7,0.0,,https://immovlan.be/en/detail/residence/for-sale/5640/biesme/vbe17513
https://immovlan.be/en/detail/cottage/for-sale/6951/bande/vbd07663,House,cottage,145000.0,sell,183.0,4.0,1.0,,6951,bande,50.1670102,5.41552,,,0.0,1.0,,,0.0,,,1.0,,0.0,416.0,,Wallonia,Luxembourg,Namur,51.2,0.0,,https://immovlan.be/en/detail/cottage/for-sale/6951/bande/vbd07663
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbe20885,Apartment,apartment,,sell,103.0,2.0,1.0,Rue Nanon et rue de Bomel 66,5000,namur,50.4722135,4.8660979,2023.0,New,0.0,,,,1.0,4.0,3.0,0.0,,1.0,,A,Wallonia,Namur,Namur,0.6000000000000001,0.0,3.0,https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbe20885
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbe34026,Apartment,apartment,450000.0,sell,117.0,3.0,1.0,Avenue de l'Aquilon 7,1200,sint-lambrechts-woluwe,50.8518542,4.4389306,1978.0,Normal,0.0,1.0,1.0,Super equipped,1.0,2.0,4.0,,,1.0,,C,Brussels,Brussels Capital Region,Bruxelles,6.1,0.0,4.0,https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbe34026
https://immovlan.be/en/detail/apartment/for-sale/4690/bassenge/vbe21182,Apartment,apartment,172000.0,sell,70.0,1.0,1.0,Rue de l'Hospice 4,4690,bassenge,50.7591743,5.6075724000000005,,Normal,,1.0,,Fully equipped,1.0,3.0,1.0,,,0.0,,G,Wallonia,Liège,Maastricht,11.8,0.0,,https://immovlan.be/en/detail/apartment/for-sale/4690/bassenge/vbe21182
https://immovlan.be/en/detail/residence/for-sale/9600/ronse/rbw26151,House,residence,249000.0,sell,196.0,3.0,1.0,Savooistraat 63,9600,ronse,50.7568877,3.6205751,1930.0,Normal,0.0,,,,,2.0,,,,,,C,Flanders,East Flanders,Waregem,20.3,0.0,,https://immovlan.be/en/detail/residence/for-sale/9600/ronse/rbw26151
https://immovlan.be/en/detail/residence/for-sale/9550/herzele/rbv88736,House,residence,189000.0,sell,,3.0,1.0,Mergellaan 67,9550,herzele,50.89563,3.87682,,Normal,0.0,,,,0.0,,,1.0,100.0,1.0,,D,Flanders,East Flanders,Alost,12.3,0.0,,https://immovlan.be/en/detail/residence/for-sale/9550/herzele/rbv88736
https://immovlan.be/en/detail/apartment/for-sale/2360/oud-turnhout/rbv90330,Apartment,apartment,190000.0,sell,113.0,2.0,1.0,Steenweg op Turnhout 39 3,2360,oud-turnhout,51.31924,4.977851,1986.0,,0.0,1.0,1.0,,0.0,2.0,,0.0,,1.0,,B,Flanders,Antwerp,Turnhout,2.3,0.0,2.0,https://immovlan.be/en/detail/apartment/for-sale/2360/oud-turnhout/rbv90330
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd98971,Apartment,apartment,369000.0,sell,90.0,2.0,1.0,,5000,namur,50.4674593,4.8718068,1850.0,Excellent,0.0,1.0,,Fully equipped,0.0,3.0,2.0,1.0,,1.0,,C,Wallonia,Namur,Namur,0.30000000000000004,0.0,1.0,https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd98971
https://immovlan.be/en/detail/duplex/for-sale/4420/saint-nicolas/vbe24026,Apartment,duplex,200000.0,sell,128.0,3.0,2.0,Du Beffroi 41,4420,saint-nicolas,50.638798,5.514874,1950.0,To be renovated,0.0,1.0,,,,,3.0,0.0,,1.0,,,Wallonia,Liège,Liège,4.6,0.0,1.0,https://immovlan.be/en/detail/duplex/for-sale/4420/saint-nicolas/vbe24026
https://immovlan.be/en/detail/residence/for-sale/9500/geraardsbergen/rbw25591,House,residence,224000.0,sell,235.0,3.0,1.0,Hoge Buizemont 13,9500,geraardsbergen,50.7653531,3.8873708000000002,1953.0,To be renovated,0.0,1.0,2.0,Fully equipped,,3.0,3.0,1.0,682.0,1.0,982.0,D,Flanders,East Flanders,Alost,22.0,0.0,,https://immovlan.be/en/detail/residence/for-sale/9500/geraardsbergen/rbw25591
https://immovlan.be/en/detail/apartment/for-sale/1081/koekelberg/vbe29847,Apartment,apartment,299000.0,sell,114.0,3.0,1.0,Avenue de la Basilique 380 37,1081,koekelberg,50.8663,4.313512,1968.0,Normal,0.0,1.0,1.0,,1.0,2.0,9.0,,,1.0,,D,Brussels,Brussels Capital Region,Bruxelles,3.2,0.0,2.0,https://immovlan.be/en/detail/apartment/for-sale/1081/koekelberg/vbe29847
https://immovlan.be/en/detail/chalet/for-sale/6670/gouvy/vbe06624,House,chalet,350000.0,sell,168.0,2.0,1.0,Rue de Liherin 9 X,6670,gouvy,50.1411756,5.8918068,,Normal,1.0,1.0,1.0,Fully equipped,,4.0,,1.0,,1.0,4446.0,G,Wallonia,Luxembourg,Verviers,49.8,0.0,,https://immovlan.be/en/detail/chalet/for-sale/6670/gouvy/vbe06624
https://immovlan.be/en/detail/apartment/for-sale/3940/hechtel/rbv17809,Apartment,apartment,433511.0,sell,102.0,2.0,1.0,Peerderbaan 12 B.7,3940,hechtel,51.1250996,5.3700226,2026.0,Excellent,,1.0,,,1.0,,2.0,1.0,,1.0,,,Flanders,Limburg,Genk,19.9,0.0,2.0,https://immovlan.be/en/detail/apartment/for-sale/3940/hechtel/rbv17809
https://immovlan.be/en/detail/apartment/for-sale/2250/olen/rbw24889,Apartment,apartment,314500.0,sell,118.0,2.0,1.0,Puntstraat,2250,olen,51.15537,4.899338,2025.0,New,0.0,,,,1.0,4.0,2.0,,,1.0,,,Flanders,Antwerp,Geel,6.5,0.0,1.0,https://immovlan.be/en/detail/apartment/for-sale/2250/olen/rbw24889
https://immovlan.be/en/detail/residence/for-sale/8930/menen/rwc40209,House,residence,79900.0,sell,80.0,2.0,1.0,Barakkenstraat 2,8930,menen,50.7873366,3.1283241999999998,,Normal,,,,Partially equipped,0.0,2.0,,0.0,,0.0,61.0,E,Flanders,West Flanders,Mouscron,7.7,0.0,,https://immovlan.be/en/detail/residence/for-sale/8930/menen/rwc40209
https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbe34493,Apartment,apartment,270000.0,sell,75.0,1.0,1.0,Rue du Wäschbour 24 3.04,6700,arlon,49.693272,5.8083580999999995,2007.0,Normal,0.0,1.0,1.0,,1.0,2.0,3.0,,,1.0,,B,Wallonia,Luxembourg,Arlon,1.3,0.0,,https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbe34493
https://immovlan.be/en/detail/mixed-building/for-sale/4280/hannut/vbd32938,House,mixed-building,510000.0,sell,432.0,4.0,2.0,Voie de Liège 1,4280,hannut,50.6535434,5.1346045,1900.0,To renovate,0.0,1.0,,,0.0,4.0,2.0,1.0,300.0,1.0,674.0,F,Wallonia,Liège,Sint-Truiden,18.6,0.0,,https://immovlan.be/en/detail/mixed-building/for-sale/4280/hannut/vbd32938
https://immovlan.be/en/detail/apartment/for-sale/2300/turnhout/rbw24095,Apartment,apartment,212000.0,sell,68.0,1.0,1.0,Dessauerplein 1,2300,turnhout,51.32402,4.953304,2024.0,New,0.0,,,,1.0,3.0,4.0,,,1.0,,,Flanders,Antwerp,Turnhout,0.6000000000000001,0.0,1.0,https://immovlan.be/en/detail/apartment/for-sale/2300/turnhout/rbw24095
https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/rbw16713,Apartment,apartment,125000.0,sell,23.0,,1.0,Kroonlaan 357 101,1050,elsene,50.8181944,4.3921668,,Excellent,,,,,1.0,,4.0,,,,,G,Brussels,Brussels Capital Region,Uccle,4.3,1.0,1.0,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/rbw16713
https://immovlan.be/en/detail/residence/for-sale/8700/tielt/rbw25373,House,residence,229000.0,sell,185.0,4.0,1.0,Tramstraat 15,8700,tielt,51.0010504,3.3280321,,To renovate,,,,,0.0,,,,,,119.0,F,Flanders,West Flanders,Waregem,14.0,0.0,,https://immovlan.be/en/detail/residence/for-sale/8700/tielt/rbw25373
https://immovlan.be/en/detail/ground-floor/for-sale/1190/vorst/vbe35265,Apartment,ground-floor,269000.0,sell,78.0,2.0,1.0,,1190,vorst,50.8,4.3166667,1965.0,Excellent,0.0,,,Super equipped,0.0,2.0,4.0,,,,,G,Brussels,Brussels Capital Region,Uccle,1.5,1.0,0.0,https://immovlan.be/en/detail/ground-floor/for-sale/1190/vorst/vbe35265
https://immovlan.be/en/detail/residence/in-public-sale/1080/sint-jans-molenbeek/vbe16538,House,residence,195000.0,sell,,2.0,1.0,Rue des Béguines 175-177,1080,sint-jans-molenbeek,50.8580605,4.306169,,,,1.0,,,,,,1.0,,0.0,77.0,G,Brussels,Brussels Capital Region,Bruxelles,3.3,0.0,,https://immovlan.be/en/detail/residence/in-public-sale/1080/sint-jans-molenbeek/vbe16538
https://immovlan.be/en/detail/apartment/for-sale/3582/koersel/rbw24746,Apartment,apartment,179000.0,sell,94.0,2.0,,Schrikheidestraat 18 B,3582,koersel,51.052338,5.277959,1969.0,,,1.0,1.0,,0.0,,2.0,,,,,E,Flanders,Limburg,Hasselt,14.1,0.0,1.0,https://immovlan.be/en/detail/apartment/for-sale/3582/koersel/rbw24746
https://immovlan.be/en/detail/penthouse/for-sale/8670/koksijde/rbw26161,Apartment,penthouse,469000.0,sell,85.0,2.0,1.0,Koninginnelaan 64 05.01,8670,koksijde,51.1144268,2.6195263,,Fully renovated,,,,,1.0,,5.0,,,1.0,,C,Flanders,West Flanders,De Panne,2.5,1.0,5.0,https://immovlan.be/en/detail/penthouse/for-sale/8670/koksijde/rbw26161
https://immovlan.be/en/detail/residence/for-sale/7900/leuze-en-hainaut/vbe19034,House,residence,75000.0,sell,134.0,3.0,2.0,Rue de Tournai 96,7900,leuze-en-hainaut,50.5976737,3.6131362,1920.0,To be renovated,0.0,,,,0.0,3.0,3.0,1.0,257.0,1.0,390.0,F,Wallonia,Hainaut,Tournai,15.9,0.0,,https://immovlan.be/en/detail/residence/for-sale/7900/leuze-en-hainaut/vbe19034
https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbe31745,Apartment,apartment,275000.0,sell,60.0,1.0,1.0,Rue des Alliés 72 1D,1190,vorst,50.8166408,4.3265268,1937.0,New,,,,,0.0,,4.0,,,1.0,,D,Brussels,Brussels Capital Region,Uccle,1.9,1.0,1.0,https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbe31745
https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbe13970,Apartment,apartment,175000.0,sell,66.0,2.0,,,1030,schaarbeek,50.86744,4.37727,,Normal,0.0,,,,0.0,,,0.0,,0.0,,D,Brussels,Brussels Capital Region,Bruxelles,2.6,0.0,1.0,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbe13970
https://immovlan.be/en/detail/master-house/for-sale/4480/clermont/vbe24032,House,master-house,850000.0,sell,600.0,5.0,1.0,Rue de la Poudrerie 158,4480,clermont,50.5660434,5.3901238,,To renovate,0.0,1.0,1.0,Fully equipped,,4.0,,1.0,2000.0,1.0,26391.0,F,Wallonia,Liège,Liège,15.3,0.0,,https://immovlan.be/en/detail/master-house/for-sale/4480/clermont/vbe24032
