postal_code,property_count,avg_price_m2,longitude,latitude
4623,1,2625.0,5.6811009,50.6028765
4624,7,2028.8308566295277,5.6655488,50.6068155
4630,11,1908.0073028140682,5.739941,50.6147718
4632,1,2202.205882352941,5.7262388,50.6508837
4633,3,1618.8490057296933,5.7370469,50.6460841
4650,4,2355.2025446036855,5.7718682,50.6856398
4651,2,2184.0200392403376,5.8194813,50.6482697
4652,1,2096.153846153846,5.7726472,50.6037018
4654,2,3035.390428211587,5.8048204,50.669117
4670,6,1996.3482664255728,5.7432715,50.6821815
4671,15,2206.2180833725074,5.693985,50.6796259
4672,2,1825.4480574155007,5.700802,50.6958409
4680,16,2219.889801267177,5.6186068,50.7087526
4681,6,2609.7164890453255,5.6808711,50.710544
4682,3,1586.5384615384617,5.6104199,50.7391753
4683,5,1522.9455263686093,5.6527071,50.697932
4684,4,1688.3947444409323,5.6667674,50.7339784
4690,8,2033.266634016886,5.6702417,50.7994409
4700,9,3351.784543682337,6.031452,50.6306134
4701,3,2989.767987486966,6.0458005,50.6461317
4710,6,2594.9173992836363,6.0073447,50.6804233
4711,3,1627.1354561891646,6.0469422,50.6750768
4720,10,1940.8312218826925,6.013341,50.7154957
4721,2,2320.0,6.0240702,50.7199902
4728,11,2824.933800282059,6.0316891,50.7091279
4730,18,3195.2830637791176,6.0708402,50.7080172
4731,3,3878.4262336422507,6.081697,50.6935863
4750,8,2511.144943338784,6.2213827,50.4573116
4760,6,2578.414715184937,6.257827,50.4075533
4770,10,3145.655774929198,6.1884932,50.3288415
4771,1,1418.2692307692307,6.218691,50.3631661
4780,7,2951.912943626714,6.1258953,50.2803881
4782,1,2300.4694835680752,6.2642498,50.2888095
4790,9,1310.1724794106517,6.1362567,50.1954121
4791,2,2039.8000875528965,6.0743425,50.2190586
4800,61,1614.3388699319596,5.8341784,50.6143044
4801,9,1883.4505057067117,5.8952801,50.593109
4802,5,2508.1700318402227,5.867539,50.57804
4820,6,1481.3606473170976,5.854735,50.611374
4821,9,1939.4294005932186,5.8901888,50.4386821
4830,5,1923.659898226372,5.9402987,50.6122761
4837,6,2129.6562003231697,5.9953656,50.6193792
4840,4,1642.8276413949764,5.9723396,50.6627086
4845,9,2094.0672780106456,5.9647526,50.5592528
4850,8,2528.8989367587847,5.9880362,50.7208739
4851,9,3012.4852558875305,5.9967631,50.7463908
4852,1,2500.0,5.9207511,50.723243
4860,13,1374.2683626483324,5.7910525,50.5747936
4870,23,1885.571785754689,5.7371309,50.573671
4877,7,1990.5037758452042,5.7479948,50.5901199
4880,2,3000.0,5.8585553,50.7041498
4890,3,2190.086107941029,5.8650125,50.6529465
4900,20,2020.1584948179752,5.8626233,50.4920838
4910,11,2241.071027052468,5.8198955843753,50.52586075
4920,30,1995.9984547236813,5.6660069,50.4028521
4950,14,2523.2415925920936,6.1143694,50.4772534
4960,29,2109.404836393283,6.0391879,50.4415348
4970,11,2157.9865963235193,5.9308362,50.3940846
4980,10,1673.3912238884882,5.8378154,50.3388474
4983,1,2637.2549019607845,5.826789,50.3579736
4987,1,3118.0555555555557,5.80836,50.4069504
4990,6,1504.616490973123,5.7920929,50.28574
5000,87,2849.668039841795,4.9219558,50.4687313
5001,1,2162.162162162162,4.8222958522639,50.46923485
5002,5,2349.773739120351,4.8351266178881,50.48141855
5003,1,2160.714285714286,4.8469587132153,50.4948666
5004,4,2492.7820677820678,4.891664450549,50.47887385
5020,36,2412.496149724692,4.9035112119756,50.49862565
5021,1,2250.0,4.9291903523068,50.49239555
5024,3,2028.702975058474,4.9578287274527,50.5113799
5030,30,2781.0355048488805,4.7273547,50.5533536
5031,2,2395.833333333333,4.7609593378472,50.57820735
5032,2,2027.8642590286427,4.6546979,50.5359706
5060,44,1926.480918062534,4.621259,50.4182456
5070,14,2218.02727646151,4.5998195,50.3760693
5080,3,1899.867657103825,4.8345691476021,50.5379166
5081,8,2408.5584506501436,4.7787022193209,50.51440005
5100,79,2900.171625633402,4.9043004277231,50.4110871
5101,3,2388.582446082446,4.9409795174479,50.4580989
5140,16,2009.258916042413,4.6119938,50.5018413
5150,23,2421.4011147253914,4.758878,50.4348064
5170,29,2611.7085105658043,4.820627,50.365529
5190,23,1923.7506141489255,4.6734915,50.44449
5300,75,2026.76704251718,5.1169603,50.4636595
5310,19,2265.0619034190036,4.8359955,50.5988682
5330,7,1933.197632460984,4.9506941,50.405155
5332,5,2112.312200095906,4.9581149,50.3468626
5334,1,911.7647058823529,5.0704373,50.3730757
5336,2,1801.388888888889,4.9845433,50.378301
5340,14,2896.6749872758787,5.1258806,50.4001817
5350,12,2471.8743988551996,5.1238439,50.4359066
5351,6,2183.1455896805896,5.1491871,50.4405961
5353,2,2101.2670408820213,5.2217845,50.440101
5354,1,1600.0,5.1821601,50.4432621
5360,10,2626.90755214916,5.0562173,50.3413559
5363,2,2788.692989864865,5.1212547,50.3253905
5370,11,1619.4156491630401,5.2408578,50.3384304
5372,1,3233.830845771144,5.333856,50.3619241
5374,1,105.54089709762533,5.3125869,50.3533462
5377,49,2223.443884612554,5.279464,50.24859
5380,8,2150.227060858973,4.9746742,50.548118
5500,60,1858.1256882180307,4.91242,50.2608166
5501,2,2565.481366459627,4.9715412,50.2814293
5502,1,,4.9882689,50.2798224
5520,5,1495.643538510878,4.840864,50.2435657
5522,1,1943.3962264150944,4.793357,50.2782156
5523,1,,4.8454743,50.274944
5524,1,2083.3333333333335,4.8158102,50.2452911
5530,38,2509.594094347483,4.8978933,50.3031942
5537,10,2060.0829628786378,4.7512903,50.3179627
5540,51,1680.305063254313,4.8189189,50.1967082
5541,8,1866.452795060332,4.8294854,50.2150767
5542,28,1631.7716834822097,4.8352693,50.192216
5543,6,1486.0202901424277,4.831747,50.161698
5544,4,1210.2569974554708,4.7942801,50.16421
5550,19,1185.8887283821118,4.9726784,49.8421207
5555,9,1703.5018053060483,4.973101,49.9177
5560,11,1983.760558801079,5.0899109,50.1666464
5561,3,2087.389770723104,5.0058339,50.2312617
5562,1,2779.805263157895,5.0484175,50.2117661
5564,1,1661.904761904762,5.061512,50.1593381
5570,43,1529.7505169014748,4.9576144,50.1105211
5574,6,1986.6749807210333,5.008842,50.099609
5575,23,1629.808923332168,4.9276767,49.960145
5580,48,1833.7038824140648,5.1530857761777,50.11195305
5590,57,2475.517243331561,5.0458772,50.2668644
5600,41,1641.814454852243,4.531286,50.2180956
5620,19,1470.4774944360536,4.7134091,50.2496186
5621,10,1448.2080156115692,4.5607099,50.2949873
5630,23,1416.7658853513485,4.455439,50.218825
5640,35,1581.0451452897605,4.6584949,50.3212094
5646,1,2000.0,4.6590441,50.2828212
5650,26,1371.7382142937274,4.4592009,50.2649096
5651,18,1420.584061509526,4.4950207,50.2778386
5660,78,1474.3079785316843,4.5105493,50.0796144
5670,20,1238.1276198770843,4.607218,50.0726831
5680,12,1742.3352209707868,4.7026857,50.1177554
6000,46,1592.1149194659542,4.4491649999234,50.41571025
6001,27,1733.6304455980896,4.4442531,50.3977245
6010,9,1665.747611474304,4.468631,50.391219
6020,4,874.9966666666667,4.4322464,50.4186181
6030,22,1004.731174332407,4.3611946147288,50.41684425
6031,15,1470.5120968423953,4.382402,50.4170168
6032,13,1843.1784355756702,4.4046365,50.3902046
6040,24,1282.321714122025,4.4360232749854,50.44466065
6041,15,1471.4493657492833,4.4301757,50.4653846
